Gender,Measures,Weights,Age
I,"(1.0375, 0.8, 0.2875)","(3.44446425, 2.08368825, 2.664853)",7
I,"(1.0625, 0.8, 0.2125)","(3.50116325, 1.8994165, 2.05533875)",8
I,"(1.0, 0.775, 0.25)","(3.24601775, 1.80019325, 2.6932025)",10
F,"(1.3875, 1.0625, 0.35)","(7.994559, 4.52174525, 8.0796075)",11
M,"(1.625, 1.3, 0.4875)","(19.6462035, 12.47378, 13.324265)",15
F,"(1.2625, 0.9375, 0.45)","(6.59125875, 4.23825025, 4.819415)",12
I,"(0.8625, 0.6375, 0.2375)","(2.62232875, 1.0489315, 1.5592225)",6
I,"(0.775, 0.6, 0.2625)","(3.345241, 1.8427175, 2.3530085)",6
I,"(1.125, 0.875, 0.3)","(5.68407475, 3.01922175, 3.75630875)",8
I,"(0.5625, 0.4, 0.1125)","(0.7087375, 0.4252425, 0.4252425)",4
F,"(1.5875, 1.2375, 0.4375)","(14.75591475, 8.74582075, 9.8372765)",10
I,"(0.5, 0.3875, 0.1)","(0.43941725, 0.2551455, 0.1984465)",4
I,"(1.3375, 1.125, 0.3375)","(8.06543275, 5.23048275, 7.5126175)",9
M,"(1.425, 1.1375, 0.3875)","(10.16329575, 4.932813, 7.8528115)",11
F,"(1.425, 1.1125, 0.3625)","(11.679994, 6.1518415, 6.23689)",8
F,"(1.475, 1.175, 0.425)","(10.0640725, 5.40057975, 7.087375)",11
M,"(1.55, 1.15, 0.425)","(15.1669825, 7.47009325, 8.391452)",7
F,"(1.425, 1.1625, 0.3875)","(9.19941275, 6.7755305, 8.0796075)",14
F,"(1.5125, 1.175, 0.4125)","(17.3215445, 6.44951125, 8.278054)",9
M,"(1.6375, 1.35, 0.4125)","(19.71707725, 6.76135575, 11.90679)",11
M,"(0.6125, 0.45, 0.1625)","(0.69456275, 0.38271825, 0.56699)",4
I,"(1.1125, 0.8625, 0.3)","(4.7910655, 2.33883375, 3.685435)",7
M,"(1.325, 1.1, 0.5125)","(9.07184, 6.16601625, 6.9456275)",14
I,"(0.9, 0.6875, 0.2125)","(2.11203775, 1.17650425, 1.984465)",9
F,"(0.925, 0.6875, 0.2125)","(2.948348, 1.51669825, 1.984465)",5
M,"(0.8125, 0.6, 0.2125)","(2.25378525, 1.077281, 1.417475)",7
M,"(1.375, 1.025, 0.3125)","(7.10154975, 4.63514325, 5.5281525)",14
F,"(1.6375, 1.3125, 0.4375)","(16.59863225, 7.38504475, 11.169703)",10
M,"(1.475, 1.1875, 0.3625)","(12.51630425, 7.427569, 9.2135875)",15
F,"(1.3375, 1.0125, 0.3625)","(7.72523875, 4.8477645, 5.8116475)",10
M,"(1.425, 1.0875, 0.325)","(9.8939755, 4.97533725, 5.499803)",10
M,"(1.5375, 1.1375, 0.375)","(10.829509, 7.0023265, 7.41339425)",10
M,"(1.1125, 0.875, 0.2875)","(4.43669675, 1.97029025, 3.3168915)",8
F,"(1.35, 1.05, 0.325)","(10.432616, 4.74854125, 5.23048275)",9
M,"(1.75, 1.3625, 0.4625)","(21.262125, 11.43902325, 10.44679075)",11
F,"(1.45, 1.1125, 0.375)","(11.3398, 4.422522, 7.1724235)",8
M,"(1.3875, 1.0125, 0.475)","(17.33571925, 9.695529, 11.0279555)",10
I,"(1.1, 0.8, 0.2625)","(4.97533725, 2.097863, 3.40194)",9
F,"(1.5875, 1.2375, 0.0375)","(14.50076925, 8.731646, 8.17883075)",9
M,"(1.4875, 1.175, 0.375)","(10.1774705, 5.96756975, 6.9456275)",12
M,"(1.3, 1.125, 0.375)","(10.24834425, 5.273007, 6.6621325)",14
M,"(1.6625, 1.3, 0.4375)","(17.179797, 9.07184, 11.1980525)",12
I,"(1.225, 0.925, 0.275)","(7.6827145, 2.93417325, 3.9405805)",8
F,"(1.1875, 0.9375, 0.3125)","(6.7188315, 4.86193925, 4.3941725)",10
M,"(1.4375, 1.0875, 0.3375)","(12.246984, 6.30776375, 6.7755305)",10
F,"(1.6375, 1.1375, 0.425)","(16.5277585, 8.5898985, 9.4403835)",8
M,"(0.8375, 0.625, 0.225)","(2.14038725, 1.17650425, 1.70097)",7
F,"(1.6375, 1.275, 0.3875)","(15.15280775, 8.09378225, 11.623295)",11
F,"(1.6875, 1.35, 0.525)","(19.447757, 9.015141, 12.757275)",11
F,"(1.425, 1.075, 0.4)","(10.98543125, 4.5075705, 6.47786075)",9
M,"(0.8375, 0.6625, 0.2375)","(2.25378525, 1.06310625, 1.984465)",9
M,"(1.6375, 1.3, 0.4125)","(16.612807, 8.2497045, 11.4815475)",9
F,"(1.4875, 1.15, 0.4)","(11.35397475, 5.74077375, 8.15048125)",9
F,"(0.95, 0.8, 0.2875)","(9.1568885, 3.75630875, 4.649318)",7
I,"(1.45, 1.15, 0.35)","(11.09882925, 4.6776675, 6.747181)",10
M,"(1.7, 1.35, 0.525)","(23.65765775, 11.566596, 12.3887315)",13
F,"(1.4375, 1.0875, 0.3875)","(11.66581925, 6.59125875, 6.520385)",9
M,"(1.3625, 1.125, 0.375)","(10.75863525, 4.60679375, 6.123492)",8
M,"(1.2875, 1.0625, 0.3625)","(14.0897015, 5.1312595, 6.19436575)",8
F,"(1.425, 1.05, 0.4)","(12.23280925, 5.42892925, 6.3219385)",8
M,"(1.4125, 1.0625, 0.3375)","(9.6671795, 4.74854125, 7.2291225)",15
I,"(0.5875, 0.4375, 0.1)","(0.94970825, 0.4252425, 0.56699)",5
I,"(1.4375, 1.125, 0.3125)","(9.28446125, 5.329706, 6.6621325)",9
M,"(1.225, 1.05, 0.3125)","(6.7755305, 4.06815325, 6.23689)",14
F,"(1.5375, 1.2875, 0.425)","(12.20445975, 6.36446275, 11.90679)",16
I,"(1.3375, 1.0, 0.325)","(8.03708325, 4.592619, 4.9611625)",7
F,"(1.525, 1.2, 0.475)","(14.78426425, 9.14271375, 10.3475675)",12
I,"(0.375, 0.25, 0.0625)","(0.12757275, 0.113398, 0.1417475)",2
F,"(1.675, 1.325, 0.5125)","(18.2287285, 6.98815175, 11.793392)",12
F,"(1.6, 1.3125, 0.4375)","(18.313777, 8.83086925, 10.489315)",9
F,"(1.3, 1.0125, 0.35)","(7.92368525, 5.1879585, 7.37087)",17
M,"(1.225, 0.8875, 0.3875)","(13.1825175, 5.71242425, 7.10154975)",8
I,"(0.925, 0.6875, 0.2375)","(2.87747425, 1.5592225, 2.33883375)",6
I,"(0.8375, 0.65, 0.2125)","(2.7499015, 0.850485, 1.530873)",6
I,"(0.8125, 0.6, 0.1875)","(2.33883375, 1.26155275, 1.417475)",6
I,"(1.2875, 0.9625, 0.3125)","(6.7188315, 4.06815325, 4.6776675)",7
M,"(1.6125, 1.25, 0.475)","(21.0069795, 10.53183925, 10.90038275)",14
M,"(1.65, 1.2375, 0.4875)","(16.839603, 10.19164525, 13.7495075)",10
F,"(1.4, 1.075, 0.3125)","(8.8733935, 4.86193925, 7.4559185)",13
I,"(0.875, 0.7, 0.1875)","(2.324659, 1.13398, 1.814368)",8
F,"(1.125, 0.9125, 0.2875)","(9.015141, 3.4302895, 3.75630875)",8
I,"(1.3, 0.95, 0.35)","(5.03203625, 3.2601925, 5.2446575)",11
F,"(1.525, 1.2125, 0.45)","(16.25843825, 8.09378225, 10.0640725)",7
I,"(0.9125, 0.675, 0.2125)","(2.33883375, 1.06310625, 1.70097)",7
M,"(1.5625, 1.225, 0.4625)","(14.95436125, 7.18659825, 9.752228)",11
I,"(1.0875, 0.8125, 0.25)","(3.78465825, 2.36718325, 2.9766975)",6
M,"(0.95, 0.5875, 0.25)","(2.99087225, 1.530873, 2.26796)",7
M,"(0.9375, 0.725, 0.25)","(3.33106625, 1.60174675, 2.4097075)",9
F,"(1.4125, 1.1375, 0.4375)","(9.695529, 5.8683465, 9.922325)",19
M,"(1.3125, 1.0125, 0.4)","(8.958442, 4.12485225, 7.93786)",13
F,"(1.35, 0.9625, 0.35)","(9.25611175, 3.288542, 6.70465675)",10
I,"(1.3, 0.975, 0.35)","(6.84640425, 4.082328, 7.37087)",19
F,"(1.375, 1.125, 0.375)","(10.262519, 4.97533725, 7.83863675)",10
M,"(1.45, 1.1375, 0.4875)","(26.7902775, 12.076887, 12.5021295)",9
F,"(1.4625, 1.125, 0.4)","(14.16057525, 8.15048125, 7.087375)",10
F,"(0.8625, 0.625, 0.225)","(2.211261, 1.6726205, 1.5592225)",6
F,"(1.3625, 1.0375, 0.4)","(7.711064, 4.12485225, 7.83863675)",10
I,"(1.0625, 0.825, 0.2875)","(3.72795925, 2.1829115, 2.9199985)",6
M,"(1.3375, 1.05, 0.325)","(8.5331995, 5.1312595, 7.93786)",14
M,"(1.5625, 1.25, 0.4875)","(16.65533125, 6.19436575, 10.489315)",17
M,"(1.3125, 1.0625, 0.3125)","(11.43902325, 4.83358975, 5.5281525)",8
F,"(1.45, 1.15, 0.4625)","(9.96484925, 5.6699, 9.07184)",10
M,"(1.35, 1.025, 0.325)","(6.73300625, 3.01922175, 4.9611625)",7
I,"(1.0, 0.75, 0.2875)","(3.78465825, 2.05533875, 2.65067825)",6
I,"(1.125, 0.8625, 0.3375)","(5.59902625, 2.48058125, 3.33106625)",14
F,"(1.4625, 1.0375, 0.3875)","(8.50485, 4.139027, 5.5281525)",12
F,"(1.5625, 1.3125, 0.5375)","(14.50076925, 7.35669525, 18.8524175)",16
F,"(1.5, 1.1625, 0.375)","(15.46465225, 7.427569, 7.087375)",8
M,"(1.5375, 1.2375, 0.5)","(16.42853525, 8.83086925, 10.5176645)",14
I,"(1.1375, 1.0875, 0.275)","(5.5281525, 2.551455, 3.41611475)",8
M,"(1.2875, 0.875, 0.3875)","(11.86426575, 5.613201, 7.7394135)",9
I,"(1.4375, 1.1125, 0.4)","(12.757275, 5.48562825, 6.80388)",9
I,"(1.45, 1.1125, 0.375)","(10.8578585, 5.9250455, 7.2291225)",11
I,"(0.5625, 0.4125, 0.1375)","(0.7654365, 0.35436875, 0.4252425)",4
M,"(1.525, 1.175, 0.425)","(14.81261375, 6.81805475, 8.788345)",9
I,"(0.575, 0.425, 0.125)","(0.737087, 0.3685435, 0.453592)",5
M,"(0.925, 0.7, 0.2625)","(2.31048425, 1.63009625, 2.1262125)",8
F,"(1.5375, 1.175, 0.4375)","(14.55746825, 9.7238785, 9.07184)",14
F,"(1.425, 1.1375, 0.375)","(15.30873, 7.2291225, 7.654365)",8
F,"(1.5625, 1.2125, 0.3375)","(17.293195, 7.58349125, 10.21999475)",14
M,"(0.8875, 0.6625, 0.225)","(1.417475, 1.1623295, 1.7860185)",8
I,"(0.925, 0.7, 0.2125)","(3.10427025, 0.9922325, 1.757669)",6
M,"(1.575, 1.2625, 0.425)","(13.08329425, 7.540967, 8.50485)",9
F,"(1.25, 0.9375, 0.35)","(6.860579, 4.01145425, 5.0745605)",15
I,"(0.5, 0.3625, 0.15)","(0.35436875, 0.26932025, 0.3118445)",4
F,"(1.5625, 1.25, 0.4375)","(15.989118, 8.561549, 10.602713)",9
I,"(0.9125, 0.675, 0.2625)","(2.59397925, 1.34660125, 1.7860185)",6
I,"(0.5, 0.375, 0.1)","(0.5953395, 0.1984465, 0.18427175)",4
M,"(1.4125, 1.1375, 0.425)","(9.695529, 4.422522, 9.07184)",18
M,"(1.7375, 1.375, 0.4875)","(20.6100865, 10.20582, 12.6155275)",11
F,"(1.2875, 1.0, 0.3125)","(8.12213175, 3.4869885, 5.00368675)",8
M,"(1.1, 0.85, 0.2625)","(3.69960975, 2.70737725, 4.6776675)",10
F,"(1.65, 1.2875, 0.45)","(15.30873, 9.53960675, 15.7339725)",16
M,"(1.55, 1.15, 0.4)","(13.93377925, 5.6699, 6.463686)",9
M,"(1.7125, 1.375, 0.5)","(23.0481435, 10.9712565, 13.891255)",11
I,"(0.8375, 0.6, 0.2375)","(1.757669, 1.1056305, 1.5592225)",9
F,"(1.475, 1.1375, 0.3625)","(14.61416725, 6.93145275, 7.087375)",8
M,"(1.5375, 1.225, 0.425)","(13.93377925, 5.896696, 9.7238785)",13
I,"(1.125, 0.8375, 0.2375)","(4.57844425, 1.77184375, 3.35941575)",7
M,"(1.025, 0.775, 0.3125)","(4.01145425, 2.50893075, 3.2601925)",11
M,"(0.9, 0.7375, 0.2625)","(2.45223175, 1.5025235, 2.6932025)",8
M,"(1.3625, 1.1, 0.3)","(9.85145125, 4.86193925, 6.80388)",12
M,"(1.85, 1.425, 0.45)","(25.84056925, 12.1052365, 12.643877)",10
M,"(1.6625, 1.3125, 0.3875)","(15.09610875, 8.63242275, 12.71475075)",10
F,"(1.325, 1.05, 0.325)","(9.63883, 6.406987, 7.5126175)",17
F,"(1.475, 1.1, 0.35)","(13.53688625, 5.96756975, 8.29222875)",9
M,"(0.8125, 0.6, 0.1875)","(1.34660125, 1.00640725, 1.70097)",9
F,"(1.2875, 1.075, 0.35)","(10.4042665, 5.6699, 6.520385)",8
M,"(1.35, 1.0125, 0.3125)","(13.65028425, 5.42892925, 5.726599)",9
M,"(1.5, 1.1875, 0.3875)","(14.231449, 6.50621025, 8.788345)",9
I,"(1.0625, 0.8125, 0.275)","(4.9044635, 1.2757275, 2.83495)",7
F,"(1.6875, 1.3375, 0.55)","(17.50581625, 12.06271225, 12.8423235)",14
F,"(1.575, 1.2625, 0.4125)","(13.02659525, 6.123492, 8.9300925)",12
M,"(1.5375, 1.2375, 0.3875)","(12.3320325, 8.3064035, 9.19941275)",11
M,"(1.9375, 1.575, 0.625)","(38.22930075, 21.54562, 16.386011)",12
I,"(0.8875, 0.65, 0.225)","(2.02698925, 1.40330025, 1.644271)",7
F,"(1.475, 1.125, 0.4)","(10.149121, 4.422522, 8.9300925)",19
F,"(1.65, 1.325, 0.425)","(17.633389, 8.7599955, 11.283101)",10
F,"(1.375, 1.1, 0.3875)","(8.8733935, 5.17378375, 9.4970825)",16
I,"(0.825, 0.575, 0.2125)","(2.2396105, 0.737087, 1.43164975)",6
F,"(1.2625, 1.0125, 0.4)","(7.6827145, 4.1106775, 6.0951425)",10
M,"(1.575, 1.2125, 0.3875)","(18.0586315, 7.7961125, 8.788345)",8
I,"(0.9875, 0.7375, 0.225)","(4.0539785, 1.88524175, 2.16873675)",5
I,"(0.7125, 0.5375, 0.15)","(0.8788345, 0.6520385, 0.850485)",6
M,"(1.45, 1.15, 0.4125)","(13.4093135, 5.57067675, 12.3320325)",16
F,"(1.425, 1.125, 0.3375)","(9.48290775, 5.2446575, 5.953395)",8
F,"(1.5125, 1.2125, 0.4125)","(12.3887315, 5.8116475, 9.355335)",14
F,"(1.6, 1.25, 0.375)","(10.5176645, 7.66853975, 10.20582)",8
M,"(1.4, 1.075, 0.3875)","(11.3398, 4.876114, 6.4920355)",8
I,"(1.475, 1.175, 0.3625)","(12.8423235, 6.690482, 8.1930055)",8
M,"(1.425, 1.0875, 0.3625)","(11.12717875, 6.67630725, 7.7961125)",10
F,"(1.6875, 1.375, 0.45)","(15.932419, 10.50348975, 17.0097)",15
I,"(1.1375, 0.8125, 0.3375)","(11.35397475, 4.86193925, 5.9817445)",8
F,"(1.6125, 1.25, 0.375)","(13.25339125, 9.51125725, 8.788345)",9
I,"(1.2625, 0.9875, 0.2625)","(7.030676, 2.9199985, 4.8477645)",8
M,"(1.8, 1.4125, 0.5)","(28.8314415, 10.2908685, 14.004653)",12
F,"(1.375, 1.075, 0.35)","(10.432616, 4.5642695, 7.7961125)",9
F,"(1.3375, 1.025, 0.325)","(9.4970825, 4.082328, 5.88252125)",9
F,"(1.825, 1.375, 0.5125)","(15.35125425, 10.10659675, 16.91047675)",14
I,"(1.2625, 1.0125, 0.325)","(6.36446275, 3.33106625, 6.3786375)",11
F,"(1.125, 0.8625, 0.3)","(4.69184225, 2.6932025, 3.8271825)",9
I,"(1.4375, 1.1, 0.3125)","(12.91319725, 4.86193925, 5.57067675)",9
M,"(1.225, 0.975, 0.35)","(7.92368525, 6.19436575, 5.10291)",13
I,"(1.3875, 0.9875, 0.325)","(6.293589, 3.52951275, 4.819415)",9
I,"(1.325, 1.0, 0.3625)","(5.48562825, 3.69960975, 5.5281525)",9
I,"(1.4875, 1.15, 0.375)","(10.6877615, 5.45727875, 6.6621325)",8
M,"(1.575, 1.25, 0.4375)","(15.97494325, 8.68912175, 9.70970375)",10
M,"(1.65, 1.2875, 0.3875)","(20.00057225, 10.07824725, 9.4970825)",10
I,"(0.95, 0.6875, 0.2375)","(2.438057, 1.65844575, 1.71514475)",7
I,"(0.9375, 0.7, 0.2)","(3.2601925, 1.2190285, 1.5592225)",6
I,"(0.9125, 0.675, 0.2125)","(2.211261, 1.37495075, 1.984465)",7
F,"(1.3125, 1.0, 0.3375)","(9.015141, 3.912231, 5.896696)",10
M,"(1.5875, 1.225, 0.4)","(15.138633, 5.28718175, 9.79475225)",10
M,"(1.6, 1.4125, 0.575)","(18.257078, 10.546014, 11.509897)",15
M,"(1.525, 1.1875, 0.425)","(12.3320325, 6.61960825, 8.60407325)",10
M,"(1.275, 1.0125, 0.3125)","(9.2702865, 4.3941725, 5.11708475)",7
F,"(1.6375, 1.2625, 0.475)","(16.82542825, 7.78193775, 12.0485375)",12
M,"(1.4125, 1.1, 0.4625)","(9.752228, 6.59125875, 7.2291225)",15
M,"(1.25, 1.0125, 0.3875)","(9.808927, 4.35164825, 6.9456275)",12
M,"(0.8625, 0.6375, 0.2)","(1.70097, 1.20485375, 1.530873)",10
F,"(0.925, 0.7, 0.275)","(2.67902775, 1.31825175, 2.1262125)",10
F,"(1.65, 1.2625, 0.475)","(17.73261225, 9.56795625, 10.61688775)",9
M,"(1.375, 1.1, 0.4)","(9.865626, 4.762716, 10.6310625)",20
M,"(1.0375, 0.7625, 0.25)","(4.422522, 1.43164975, 2.5798045)",6
M,"(1.4875, 1.125, 0.35)","(11.24057675, 5.499803, 6.1518415)",10
F,"(1.7375, 1.4125, 0.475)","(21.16290175, 11.3114505, 14.10387625)",11
M,"(1.3125, 1.0, 0.325)","(6.81805475, 5.17378375, 7.7961125)",11
I,"(1.4, 1.1125, 0.4125)","(9.79475225, 5.0745605, 7.9095105)",9
I,"(1.1875, 0.9375, 0.275)","(5.9817445, 3.0900955, 4.37999775)",8
I,"(1.1875, 0.9625, 0.275)","(8.8166945, 2.90582375, 3.855532)",7
I,"(1.0875, 0.825, 0.2625)","(4.422522, 1.57339725, 2.9766975)",8
F,"(1.775, 1.425, 0.4875)","(28.13687875, 13.96212875, 13.60776)",12
I,"(1.1, 0.8125, 0.225)","(4.195726, 1.8994165, 2.9766975)",7
I,"(1.575, 1.225, 0.425)","(15.63474925, 6.010094, 8.788345)",11
F,"(1.25, 0.975, 0.325)","(7.10154975, 4.63514325, 5.5281525)",15
F,"(1.25, 0.9875, 0.35)","(8.97261675, 4.989512, 6.80388)",10
M,"(1.425, 1.2, 0.4375)","(13.437663, 7.3992195, 10.77281)",11
F,"(1.5625, 1.1875, 0.325)","(9.05766525, 5.03203625, 6.80388)",13
F,"(1.225, 0.95, 0.3875)","(6.78970525, 3.55786225, 5.10291)",9
F,"(1.0125, 0.7625, 0.2375)","(4.12485225, 2.53728025, 2.83495)",9
F,"(1.825, 1.4, 0.475)","(22.6512505, 14.72756525, 16.03164225)",11
M,"(1.5125, 1.1875, 0.45)","(11.169703, 6.2085405, 8.3631025)",15
M,"(1.575, 1.225, 0.425)","(14.89766225, 7.7394135, 9.6104805)",11
F,"(1.6, 1.225, 0.45)","(18.5122235, 9.8372765, 8.6465975)",9
I,"(1.4125, 1.05, 0.3875)","(8.788345, 5.273007, 6.5487345)",9
I,"(0.7875, 0.575, 0.175)","(1.304077, 0.66621325, 1.09145575)",5
F,"(1.6375, 1.3625, 0.4125)","(18.58309725, 8.4765005, 14.5432935)",12
F,"(1.225, 0.95, 0.3125)","(6.9456275, 3.04757125, 4.932813)",10
I,"(1.125, 0.8875, 0.275)","(5.499803, 1.8994165, 3.96893)",8
F,"(1.3, 1.0375, 0.3625)","(9.42620875, 4.89028875, 8.0796075)",10
I,"(1.475, 1.1125, 0.3375)","(9.298636, 4.94698775, 6.520385)",9
F,"(1.5625, 1.2875, 0.375)","(14.84096325, 8.68912175, 10.20582)",15
I,"(0.975, 0.75, 0.25)","(3.13261975, 1.6726205, 2.381358)",7
I,"(1.3, 1.025, 0.35)","(7.86698625, 4.40834725, 5.556502)",11
I,"(1.0375, 0.8375, 0.25)","(4.7910655, 1.8994165, 2.9766975)",7
F,"(1.325, 1.0375, 0.375)","(6.7188315, 4.01145425, 9.355335)",20
M,"(1.4375, 1.0625, 0.35)","(11.1413535, 6.4353365, 5.6699)",11
I,"(0.8125, 0.6, 0.1875)","(2.041164, 1.82854275, 1.2190285)",6
F,"(1.55, 1.2, 0.4375)","(13.154168, 6.30776375, 8.50485)",9
I,"(0.6375, 0.4875, 0.1375)","(0.80796075, 0.4819415, 0.5953395)",4
F,"(1.5375, 1.3, 0.375)","(17.8318355, 7.38504475, 9.7805775)",10
F,"(1.3125, 1.025, 0.3375)","(11.52407175, 5.613201, 5.0178615)",8
I,"(0.9, 0.6625, 0.1875)","(2.22543575, 0.9922325, 1.530873)",6
F,"(1.775, 1.4375, 0.4375)","(18.32795175, 10.50348975, 14.74174)",15
I,"(0.8875, 0.675, 0.25)","(3.118445, 1.190679, 1.814368)",7
F,"(1.425, 1.125, 0.4375)","(10.77281, 4.72019175, 8.3631025)",18
I,"(0.875, 0.6625, 0.2375)","(2.0695135, 1.3891255, 1.70097)",5
M,"(1.475, 1.25, 0.5)","(11.679994, 7.66853975, 10.489315)",16
I,"(0.8, 0.6, 0.1875)","(2.154562, 1.00640725, 1.417475)",7
I,"(1.375, 1.0125, 0.375)","(8.54737425, 4.15320175, 5.953395)",10
M,"(1.55, 1.25, 0.4125)","(18.01610725, 7.21494775, 8.9300925)",9
F,"(1.55, 1.1875, 0.4375)","(12.34620725, 6.066793, 9.2135875)",10
M,"(1.8, 1.375, 0.5125)","(31.34037225, 14.8834875, 11.453198)",10
F,"(1.55, 1.225, 0.4)","(13.9763035, 6.917278, 7.72523875)",9
F,"(1.4, 1.075, 0.375)","(12.8423235, 4.5642695, 6.23689)",8
M,"(1.175, 0.925, 0.2625)","(5.74077375, 2.87747425, 4.3941725)",10
M,"(1.375, 1.15, 0.325)","(8.6465975, 4.12485225, 5.8116475)",12
I,"(1.175, 0.9, 0.325)","(5.613201, 3.01922175, 4.6776675)",9
I,"(1.4375, 1.1375, 0.45)","(8.54737425, 5.17378375, 8.50485)",13
F,"(1.1, 0.8875, 0.2875)","(4.49339575, 2.62232875, 3.7137845)",11
F,"(1.725, 1.3375, 0.4625)","(22.5945515, 11.5949455, 14.1464005)",11
M,"(1.525, 1.2125, 0.4)","(15.06775925, 6.010094, 6.84640425)",8
F,"(1.375, 1.075, 0.3125)","(11.43902325, 4.9611625, 8.0229085)",8
I,"(0.425, 0.325, 0.2375)","(0.3685435, 0.226796, 0.283495)",4
F,"(1.775, 1.375, 0.425)","(21.0636785, 9.7805775, 12.757275)",11
F,"(1.5375, 1.1375, 0.3375)","(13.42348825, 7.4559185, 7.767763)",9
F,"(1.425, 1.0625, 0.325)","(10.47514025, 4.94698775, 5.57067675)",8
M,"(1.275, 1.0125, 0.325)","(10.56018875, 4.479221, 4.819415)",9
I,"(1.4125, 1.0875, 0.3625)","(11.26892625, 4.479221, 7.2291225)",9
I,"(0.975, 0.7375, 0.25)","(3.27436725, 1.6726205, 2.26796)",7
M,"(1.25, 1.0, 0.325)","(10.489315, 4.53592, 5.9817445)",8
I,"(1.2375, 0.95, 0.3625)","(4.9611625, 2.778251, 6.010094)",13
F,"(1.8, 1.4375, 0.425)","(25.8830935, 11.0279555, 14.458245)",13
F,"(1.5, 1.2, 0.425)","(12.96989625, 6.90310325, 8.88756825)",10
M,"(0.9375, 0.7125, 0.2375)","(2.721552, 1.63009625, 2.62232875)",9
I,"(1.05, 0.775, 0.25)","(3.18931875, 1.74349425, 2.62232875)",8
M,"(1.2875, 1.1375, 0.3375)","(8.3631025, 4.60679375, 6.6621325)",9
I,"(1.175, 0.9375, 0.3)","(5.556502, 2.8066005, 3.8271825)",8
I,"(0.9, 0.6625, 0.225)","(2.721552, 1.0489315, 1.65844575)",7
M,"(1.4375, 1.175, 0.35)","(9.87980075, 4.91863825, 6.80388)",11
F,"(1.4625, 1.1375, 0.4125)","(9.7805775, 7.07320025, 8.9300925)",12
I,"(1.1875, 0.85, 0.2625)","(5.7549485, 2.26796, 4.15320175)",9
I,"(0.925, 0.6875, 0.2)","(2.6365035, 1.587572, 2.041164)",6
F,"(1.25, 1.0125, 0.375)","(7.1724235, 3.572037, 5.2446575)",12
M,"(1.475, 1.0875, 0.4125)","(12.82814875, 6.78970525, 6.6621325)",9
F,"(1.4375, 1.1625, 0.4875)","(11.8217415, 7.0023265, 13.324265)",8
I,"(1.2125, 0.925, 0.325)","(5.1312595, 3.2034935, 3.855532)",10
M,"(1.6125, 1.275, 0.4125)","(16.31513725, 7.12989925, 12.88484775)",11
I,"(1.1, 0.8875, 0.3)","(6.5487345, 3.118445, 3.5436875)",7
M,"(1.7, 1.35, 0.4875)","(15.77649675, 9.17106325, 12.14776075)",11
M,"(1.8, 1.4125, 0.3625)","(19.5895045, 5.51397775, 7.61184075)",8
M,"(1.4625, 1.1375, 0.5625)","(10.81533425, 6.2652395, 10.3475675)",15
F,"(1.4875, 1.1625, 0.3625)","(11.396499, 6.84640425, 8.788345)",12
M,"(1.425, 1.1, 0.4375)","(10.78698475, 6.47786075, 8.0229085)",9
I,"(0.425, 0.2625, 0.0875)","(0.340194, 0.24097075, 0.1417475)",4
F,"(1.5375, 1.1875, 0.425)","(15.3937785, 6.973977, 6.64795775)",9
F,"(1.5625, 1.2375, 0.4125)","(14.3731965, 9.015141, 11.056305)",10
F,"(1.3125, 1.0, 0.325)","(8.83086925, 3.7137845, 6.3219385)",9
M,"(0.775, 0.5625, 0.1875)","(1.28990225, 0.94970825, 1.247378)",9
M,"(1.4625, 1.1625, 0.4125)","(11.41067375, 4.60679375, 7.767763)",10
M,"(1.5, 1.275, 0.4625)","(17.27902025, 7.78193775, 8.9300925)",9
F,"(1.65, 1.3375, 0.5125)","(16.79707875, 7.86698625, 13.891255)",10
I,"(1.1875, 0.9125, 0.2875)","(6.16601625, 2.6365035, 3.30271675)",7
M,"(1.325, 1.0625, 0.275)","(6.7188315, 4.5642695, 8.3631025)",13
I,"(0.7, 0.525, 0.2125)","(1.1056305, 0.83631025, 0.850485)",4
I,"(1.2125, 0.9375, 0.325)","(8.32057825, 3.64291075, 4.53592)",7
I,"(0.9375, 0.65, 0.2)","(2.551455, 1.17650425, 1.984465)",6
I,"(0.85, 0.6125, 0.2125)","(2.84912475, 1.077281, 1.5025235)",6
M,"(0.9, 0.7375, 0.325)","(2.53728025, 1.6159215, 2.84912475)",10
F,"(1.6625, 1.325, 0.45)","(17.98775775, 9.695529, 12.3320325)",10
I,"(1.175, 0.925, 0.275)","(7.087375, 3.2601925, 4.6209685)",8
F,"(1.5875, 1.2625, 0.425)","(14.514944, 9.128539, 10.0640725)",9
I,"(1.1, 0.875, 0.3375)","(5.14543425, 2.3530085, 3.5436875)",12
F,"(1.6125, 1.375, 0.4375)","(16.159215, 8.63242275, 9.355335)",14
I,"(1.5375, 1.225, 0.3875)","(11.75086775, 5.5281525, 9.7805775)",13
F,"(1.7, 1.3, 0.4625)","(17.4349425, 11.15552825, 11.509897)",11
M,"(0.95, 0.675, 0.2375)","(2.36718325, 1.45999925, 1.984465)",6
M,"(1.525, 1.15, 0.4)","(14.004653, 5.5848515, 7.7961125)",10
F,"(1.6, 1.1875, 0.35)","(13.87708025, 6.50621025, 8.788345)",8
M,"(1.3375, 1.025, 0.375)","(9.7805775, 5.3013565, 6.80388)",11
